Event Name,Log Source,Event Count,Time,Low Level Category,Source IP,Source Port,Destination IP,Destination Port,Username,Magnitude
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:33 PM",Information,37.8.87.195,18007,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:33 PM",Information,37.8.87.195,18008,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:34 PM",Firewall Permit,37.8.87.195,18009,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:34 PM",Information,37.8.87.195,18009,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:34 PM",Firewall Permit,82.205.123.23,12607,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:34 PM",Firewall Permit,37.8.57.210,21384,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:34 PM",Firewall Permit,185.108.25.110,20989,88.88.88.88,80,N/A,8
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:34 PM",Information,85.114.107.238,40961,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:34 PM",Information,85.114.107.238,40961,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:34 PM",Information,217.66.237.50,52062,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:34 PM",Information,217.66.237.50,52062,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:34 PM",Information,185.108.25.110,20989,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:34 PM",Information,37.8.57.210,21384,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Firewall Permit,185.108.25.110,20990,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Information,82.205.123.23,12604,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Firewall Permit,185.108.25.110,20991,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Information,82.205.123.23,12607,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Firewall Permit,37.8.57.210,21387,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Information,213.244.119.245,61367,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Information,185.108.25.110,20990,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Firewall Permit,37.8.57.210,21388,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Information,185.108.25.110,20991,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Information,37.8.57.210,21387,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Firewall Permit,82.205.123.23,12608,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Firewall Permit,82.205.123.23,12609,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Information,37.8.57.210,21389,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Information,82.205.123.23,12608,88.88.88.88,80,N/A,7
Connection_Discarded,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Firewall Deny,88.88.88.88,80,172.58.12.196,45568,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Information,213.244.119.245,40240,88.88.88.88,80,N/A,7
Connection_Discarded,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:35 PM",Firewall Deny,88.88.88.88,80,172.58.12.196,33471,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,3,"Feb 19, 2017, 3:02:34 PM",Firewall Permit,37.8.87.195,18012,88.88.88.88,80,N/A,8
Connection_Discarded,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:36 PM",Firewall Deny,88.88.88.88,80,172.58.12.196,27124,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:36 PM",Firewall Permit,46.60.110.101,25214,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,3,"Feb 19, 2017, 3:02:34 PM",Information,37.8.87.195,18012,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:36 PM",Information,46.60.110.101,25214,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:36 PM",Firewall Permit,46.60.98.63,9656,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:37 PM",Information,46.60.98.63,9656,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:37 PM",Firewall Permit,46.60.98.63,7432,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:37 PM",Firewall Permit,46.60.98.63,18839,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:38 PM",Information,46.60.98.63,7432,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:38 PM",Information,46.60.98.63,18839,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:39 PM",Firewall Permit,5.102.107.219,49301,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:39 PM",Firewall Permit,5.102.107.219,49302,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:39 PM",Firewall Permit,5.102.107.219,49303,88.88.88.88,80,N/A,8
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:39 PM",Information,31.223.179.240,13634,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:39 PM",Information,31.223.179.240,13634,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:39 PM",Information,37.8.107.247,56850,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:39 PM",Information,37.8.107.247,56850,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:39 PM",Information,5.102.107.219,49301,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:40 PM",Information,5.102.107.219,49302,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:40 PM",Information,5.102.107.219,49303,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,2,"Feb 19, 2017, 3:02:38 PM",Firewall Permit,46.60.98.63,17682,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,2,"Feb 19, 2017, 3:02:38 PM",Information,46.60.98.63,17682,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:40 PM",Firewall Permit,85.114.116.92,12101,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:41 PM",Information,85.114.116.92,12101,88.88.88.88,80,N/A,7
Connection_Discarded,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:42 PM",Firewall Deny,88.88.88.88,80,213.6.79.226,51138,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:42 PM",Firewall Permit,5.102.107.219,49305,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:42 PM",Firewall Permit,5.102.107.219,49306,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:42 PM",Firewall Permit,5.102.107.219,49307,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:42 PM",Information,5.102.107.219,49305,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:42 PM",Information,5.102.107.219,49306,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:42 PM",Information,5.102.107.219,49307,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:43 PM",Information,46.244.88.166,28044,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:43 PM",Information,46.244.88.166,28044,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,34,"Feb 19, 2017, 3:02:35 PM",Firewall Permit,37.8.57.210,21434,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:45 PM",Firewall Permit,217.66.249.178,35145,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,34,"Feb 19, 2017, 3:02:35 PM",Information,37.8.57.210,21434,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:39 PM",Firewall Permit,213.244.119.245,58415,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,2,"Feb 19, 2017, 3:01:37 PM",Firewall Permit,188.161.22.73,12340,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:39 PM",Firewall Permit,217.66.249.178,35042,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:39 PM",Firewall Permit,217.66.249.178,35043,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:39 PM",Firewall Permit,217.66.249.178,35044,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:39 PM",Information,217.66.249.178,35041,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,2,"Feb 19, 2017, 3:01:37 PM",Information,188.161.22.73,12340,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:39 PM",Firewall Permit,217.66.249.178,35045,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:42 PM",Firewall Permit,217.66.249.178,35046,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:42 PM",Information,217.66.249.178,35046,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:42 PM",Firewall Permit,217.66.249.178,35047,88.88.88.88,80,N/A,8
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:42 PM",Information,37.8.2.190,61145,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:42 PM",Information,37.8.2.190,61145,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:42 PM",Information,217.66.249.178,35047,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,36,"Feb 19, 2017, 3:01:35 PM",Firewall Permit,176.65.20.34,53238,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,36,"Feb 19, 2017, 3:01:35 PM",Information,176.65.20.34,53238,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:46 PM",Firewall Permit,213.244.118.245,56693,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:46 PM",Firewall Permit,213.244.118.245,36679,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:46 PM",Firewall Permit,82.205.123.23,12587,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:46 PM",Firewall Permit,213.244.118.245,48973,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:46 PM",Information,82.205.123.23,12587,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:46 PM",Firewall Permit,217.66.249.178,35048,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:46 PM",Information,217.66.249.178,35048,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:47 PM",Information,82.205.113.67,22936,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:47 PM",Information,82.205.113.67,22936,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:47 PM",Information,188.161.182.52,17317,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:47 PM",Information,188.161.182.52,17317,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:47 PM",Firewall Permit,217.66.249.178,35049,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:47 PM",Firewall Permit,217.66.249.178,35050,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:48 PM",Information,217.66.249.178,35042,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:48 PM",Information,217.66.249.178,35043,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:48 PM",Information,213.244.119.245,58415,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,4,"Feb 19, 2017, 3:01:46 PM",Firewall Permit,213.244.118.245,60192,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,4,"Feb 19, 2017, 3:01:48 PM",Information,217.66.249.178,35050,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:50 PM",Information,217.66.249.178,35052,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:50 PM",Information,217.66.249.178,35053,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:50 PM",Information,188.161.182.52,17323,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:50 PM",Information,188.161.182.52,17323,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:50 PM",Information,85.114.107.42,37978,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:50 PM",Information,85.114.107.42,37978,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:52 PM",Information,217.66.249.178,35054,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,5,"Feb 19, 2017, 3:01:48 PM",Firewall Permit,217.66.249.178,35055,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:53 PM",Firewall Permit,217.66.249.178,35058,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:53 PM",Firewall Permit,217.66.249.178,35059,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:53 PM",Firewall Permit,217.66.249.178,35060,88.88.88.88,80,N/A,8
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:55 PM",Information,46.18.23.202,53070,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:55 PM",Information,46.18.23.202,53070,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:55 PM",Information,188.161.182.52,17336,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:55 PM",Information,188.161.182.52,17336,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:55 PM",Information,82.205.67.208,53122,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:55 PM",Information,82.205.67.208,53122,88.88.88.88,80,N/A,7
TCP_FIN-Data-After,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:55 PM",Invalid Protocol,212.34.12.108,37076,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,4,"Feb 19, 2017, 3:01:52 PM",Information,217.66.249.178,35060,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:56 PM",Information,217.66.249.178,35061,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:57 PM",Information,217.66.249.178,35062,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:01:57 PM",Information,217.66.249.178,35063,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:00 PM",Information,213.244.118.245,56693,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:00 PM",Information,212.14.233.148,57662,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:00 PM",Information,212.14.233.148,57662,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:00 PM",Information,212.33.108.70,50129,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:00 PM",Information,212.33.108.70,50129,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:00 PM",Information,212.33.99.130,16003,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:00 PM",Information,212.33.99.130,16003,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:00 PM",Information,188.161.182.52,17348,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:00 PM",Information,188.161.182.52,17348,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text-Plain,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:00 PM",Information,176.106.44.170,59758,88.88.88.88,80,N/A,7
File-Binary_Conflicting-Content-Type-Text,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:00 PM",Information,176.106.44.170,59758,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:01 PM",Firewall Permit,5.102.107.219,49243,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:01 PM",Firewall Permit,5.102.107.219,49244,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:01 PM",Firewall Permit,5.102.107.219,49245,88.88.88.88,80,N/A,8
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:01 PM",Information,213.244.118.245,36679,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:01 PM",Information,5.102.107.219,49243,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:01 PM",Information,5.102.107.219,49244,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:01 PM",Information,213.244.118.245,48973,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:02 PM",Information,5.102.107.219,49245,88.88.88.88,80,N/A,7
HTTP_URL-Logged,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:02 PM",Information,82.205.123.23,12553,88.88.88.88,80,N/A,7
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,3,"Feb 19, 2017, 3:02:01 PM",Firewall Permit,5.102.107.219,49248,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:03 PM",Firewall Permit,5.102.107.219,49257,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:03 PM",Firewall Permit,213.244.118.251,34537,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:03 PM",Firewall Permit,213.244.119.245,57213,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:03 PM",Firewall Permit,5.102.107.219,49258,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:03 PM",Firewall Permit,82.205.123.23,12589,88.88.88.88,80,N/A,8
Connection_Allowed,Had_Stonesoft Management Center @ 10.160.140.6,1,"Feb 19, 2017, 3:02:03 PM",Firewall Permit,82.205.123.23,12590,88.88.88.88,80,N/A,8
